RL_Reward,RL_Final_Inventory
22.659999999999986,1
62.884999999999984,1
36.17499999999992,1
53.809999999999974,0
46.16000000000002,-1
59.19000000000007,0
42.52999999999994,1
47.530000000000015,0
37.28000000000003,0
43.75000000000006,0
33.98500000000018,-1
43.12999999999996,-1
44.62500000000001,1
52.99500000000007,1
41.120000000000054,1
77.23500000000003,-1
30.174999999999915,-1
44.689999999999934,-1
43.67499999999996,1
65.23999999999991,0
27.440000000000012,0
35.7600000000001,1
36.019999999999996,0
52.47999999999993,0
44.86999999999996,0
32.48999999999997,0
27.650000000000112,-2
34.38500000000007,-1
74.38999999999994,0
36.06999999999992,0
39.92500000000016,1
67.25999999999992,1
39.68000000000008,0
37.36000000000009,1
34.57000000000005,0
79.73000000000002,-1
46.58999999999997,1
75.22999999999993,0
58.31500000000022,-1
64.15999999999994,0
50.40999999999995,1
43.85000000000004,0
30.949999999999864,1
79.87000000000018,0
48.21999999999995,1
48.07999999999991,0
44.08499999999997,-1
67.34000000000005,1
43.28999999999991,0
19.525000000000052,1
59.09999999999999,-2
54.940000000000005,1
50.39000000000008,1
45.95000000000004,1
36.80000000000008,0
63.36999999999994,-1
40.82000000000018,0
40.680000000000106,0
64.35000000000026,1
41.48000000000009,0
60.51000000000012,0
33.75499999999996,1
40.67999999999999,0
40.49,-1
47.78000000000013,0
35.68,1
46.18500000000001,1
24.500000000000043,0
25.430000000000053,-1
36.83999999999992,0
59.20999999999992,0
50.75000000000007,0
60.42000000000006,0
47.4500000000001,0
35.749999999999986,0
51.96000000000002,0
68.17499999999991,1
34.75000000000013,0
54.605000000000054,1
46.66999999999999,0
93.83499999999992,1
51.90999999999991,0
27.504999999999956,-1
33.73000000000005,0
106.31,2
43.8099999999999,0
26.880000000000038,0
37.34500000000002,1
50.49000000000005,0
47.8999999999999,1
80.7500000000001,1
49.81,0
48.21499999999994,-1
35.03000000000003,0
63.87499999999989,1
36.93000000000008,0
115.04000000000022,0
39.69500000000004,1
32.92000000000003,0
46.7500000000001,0
51.18500000000001,1
48.98000000000003,0
43.800000000000004,-1
23.32000000000008,0
48.475000000000044,-1
33.139999999999986,0
39.30500000000009,3
64.35000000000001,0
56.77500000000003,-1
46.750000000000014,0
50.06999999999991,0
35.45500000000006,-1
46.55000000000005,1
30.910000000000053,0
38.92000000000003,0
58.06000000000005,1
34.350000000000065,0
33.78500000000002,-1
29.069999999999965,0
54.01999999999998,0
37.20499999999996,1
34.70000000000008,1
23.64499999999997,-1
28.540000000000035,0
46.76500000000011,1
29.740000000000066,0
29.99499999999995,1
18.774999999999952,1
73.75999999999998,1
49.56000000000001,1
